"","FL1.1","FL2.1","FL3.1","FL4.1","FL5.1","FL6.1","FL7.1","FL8.1","FL9.1","FL10.1","FL11.1","FL12.1","FL13.1","FL14.1","FL1.2","FL2.2","FL3.2","FL4.2","FL5.2","FL6.2","FL7.2","FL8.2","FL9.2","FL10.2","FL11.2","FL12.2","FL13.2","FL14.2"
"21",3.85477039130202e-05,8.17874896556267e-05,3.42079636622001e-08,7.08996893019657e-05,0,0.000724594896012732,0.00749862700053514,0.000937969547261048,0.00184481605579465,2.25110042050907e-06,6.47101637391192e-05,0.00326596459362107,0.00130876041787918,0,1.23962734209595e-13,1.29603380835564e-13,1.05489071134662e-16,1.71172338715429e-13,0,1.46494361576883e-12,1.52066620523273e-11,1.48838979817130e-12,2.93303890427076e-12,7.24841372620349e-15,2.04039411461891e-13,6.38923434104979e-12,2.64829258180476e-12,0
"22",4.55967811885955e-05,0.000153866462133589,0,0.0126740564024738,0.000997107817103572,0.000340504137500868,0.00494449708088628,0.00115155444466273,0.00182500912302502,1.99809970717253e-05,0.000379197410786380,0.00122383967589331,0.00194790111472049,0,1.67872856265927e-14,2.81963343339983e-14,0,3.77131455606354e-12,3.80936701917458e-13,7.80839863423418e-14,1.13923987691713e-12,2.17485230725015e-13,3.45165046176851e-13,7.59123610475798e-15,1.44463593234144e-13,2.86947010185456e-13,4.48548036503016e-13,0
"23",0.000569643379544157,2.59938157069264e-05,4.00107257045781e-06,0.000332935494441008,0.000201821500258572,0,0,0.000273907831188483,0.000749045358861901,1.15867591911785e-06,3.92281861970648e-06,1.16819465392906e-05,0.000740567405748689,0,1.39649615923867e-14,3.1433095005787e-16,9.74555130366842e-17,6.62201977468667e-15,5.03694885750694e-15,0,0,3.4344535977157e-15,9.3723307632515e-15,2.92900188976197e-17,9.900212257409e-17,1.82073486257668e-16,1.09325430709443e-14,0
"24",6.16809797641168e-05,5.52285589022544e-05,2.23442512081562e-06,1.62170228920535e-07,9.51486420923992e-06,0,0,0.00268152795742395,0.00644437156349537,7.04246745750658e-07,1.02958561097983e-06,0.00230886522300647,0.00088005049075004,0,7.60142830606996e-16,3.32223765024278e-16,2.77183792103209e-17,1.65590658148167e-18,1.21805838404791e-16,0,0,1.71342917007322e-14,4.12971491013191e-14,9.02362173384061e-18,1.29109355906788e-17,1.76901800251235e-14,6.3999608490192e-15,0
"25",7.4958253476348e-07,2.16243197110816e-05,4.83428237728385e-10,2.07226570472260e-06,0,8.9205566699261e-05,0.000909760756271145,0.000203062675008832,0.000400075230043686,2.82335118384509e-08,8.68114893130687e-07,0.000341293162336727,0.000164101203913087,0,1.01901171947041e-18,1.44207654575658e-17,6.34111826664646e-22,2.42064558431697e-18,0,7.01714711918771e-17,7.20131594833931e-16,1.44357124481744e-16,2.85248026546581e-16,4.02700603538302e-20,1.18700027722379e-18,2.87439341147138e-16,1.29039079834442e-16,0
"26",8.90080430724e-07,5.63734179720904e-05,0,0.000492550260425612,1.79223104267321e-05,5.92664628924663e-05,0.0008968891552863,0.000331365882715450,0.000523425978043399,3.68838312758887e-07,6.42114357478853e-06,0.000199582307042198,0.000356751680956003,0,1.09559023244674e-19,3.46918719440891e-18,0,5.57367681417738e-17,2.36455954622399e-18,4.26673024749511e-18,6.48381067039798e-17,2.20700511474791e-17,3.49972477956965e-17,4.77873021930687e-20,8.50755054462319e-19,1.54300441068933e-17,2.57140425743218e-17,0
"27",1.06750848686998e-05,8.91419902712578e-06,7.01573548120133e-08,9.81542780426108e-06,3.19586929903325e-06,0,0,6.58104279033033e-05,0.000176366530524302,2.07605880305967e-08,6.91647699837041e-08,1.93605672736061e-06,0.000127855620534871,0,2.48388656133956e-19,1.04176711580419e-19,1.62623916439203e-21,2.06159521359905e-19,7.53075566397756e-20,0,0,8.23960075321537e-19,2.20426388457054e-18,4.94089527624512e-22,1.64513980360328e-21,2.70276019462439e-20,1.70431065164345e-18,0
"28",8.85637758450456e-07,1.18915146547859e-05,3.45261441462224e-08,3.28357042640802e-09,1.31843845151204e-07,0,0,0.000463633162061284,0.00113124354979286,9.27256595581452e-09,1.18557192622020e-08,0.000248440055722904,0.000115865541877961,0,1.20767122505663e-20,8.45351099564237e-20,4.69113746048042e-22,4.00328235887302e-23,1.8583589010373e-21,0,0,3.47988787049467e-18,8.54385207466351e-18,1.34259386369938e-22,1.65040024947643e-22,2.00376789788903e-18,9.11362535121784e-19,0
"29",1.03043697122821e-08,4.50420414162511e-06,5.04902302334114e-12,4.16305304365832e-08,0,1.08033460201536e-05,0.000115877412996716,3.1324900500088e-05,6.3134516648595e-05,3.95244929351188e-10,8.64783491623367e-09,3.80649439484862e-05,1.97736111854995e-05,0,7.98894126728084e-24,1.84054933483256e-21,3.95423786124021e-27,3.08011170267733e-23,0,4.90605048609762e-21,5.27955908844987e-20,1.37103831240838e-20,2.76565730475619e-20,3.26689733642892e-25,7.01645928700177e-24,1.77122771211587e-20,8.96559265501918e-21,0
"30",1.15427546745582e-08,1.10529948192319e-05,0,1.21602484721554e-05,2.74836070598576e-07,7.77360647234787e-06,0.000121297782699155,5.30378248413792e-05,8.67203650260444e-05,4.85858584422508e-09,1.02489071961229e-07,2.66588449052500e-05,4.69189813770131e-05,0,7.49966726578341e-25,3.77591859592806e-22,0,7.53582966530308e-22,1.87027243626605e-23,2.93937523612636e-22,4.57921406364269e-21,1.94196368162317e-21,3.18111547819647e-21,3.28021248380863e-25,7.01052627681402e-24,1.01749563622897e-21,1.76764628585405e-21,0
"31",1.65191382206750e-07,1.80968830655694e-06,1.06185536038390e-09,2.00926571518159e-07,3.39502289174289e-08,0,0,1.00547744130402e-05,2.65917315447560e-05,2.39823153896296e-10,7.96954405308218e-10,2.35619776000561e-07,1.67373414537631e-05,0,2.61356479334947e-24,1.5304395712898e-23,1.68686358190078e-26,3.05854996429294e-24,5.52354800146005e-25,0,0,9.08894868777922e-23,2.40595521347139e-22,3.87875090955753e-27,1.29040016178710e-26,2.16423530154188e-24,1.54389846670146e-22,0
"32",1.14746833203502e-08,2.382461869217e-06,4.22509643785564e-10,3.9648710652306e-11,1.40550176491738e-09,0,0,6.07228906069574e-05,0.000156809495655992,1.29514050840535e-10,1.15588887561660e-10,2.54915235489043e-05,1.31448261456495e-05,0,1.02451081553985e-25,1.18503126943974e-23,3.73921068852298e-27,3.39760602396274e-28,1.28708249613819e-26,0,0,3.16008023589618e-22,8.17321474223593e-22,1.20679254738185e-27,1.07006739091640e-27,1.35109927162983e-22,6.94939690837319e-23,0
"33",1.07584063262120e-10,7.2929663585291e-07,9.49597665598953e-14,8.11481122137682e-10,0,1.25106119108999e-06,1.33130534784091e-05,4.07099381021868e-06,8.08701429904464e-06,5.06607848478478e-12,1.2391971884645e-10,4.20097360252428e-06,2.24156962552641e-06,0,3.84028947136678e-29,1.45760896565199e-25,3.40080744218253e-32,2.80737001866433e-28,0,2.67599789407077e-25,2.84422990943222e-24,8.57423785671464e-25,1.70244125522059e-24,1.86368264152633e-30,4.59126146561047e-29,8.99440063897522e-25,4.79579430760657e-25,0
"34",2.08343393430223e-10,1.80347212750678e-06,0,2.03988917608817e-07,3.56656680761159e-09,9.71479543349616e-07,1.41727215201514e-05,6.75697518004153e-06,1.09386866777834e-05,6.50658971090809e-11,1.40059670012220e-09,2.61210270450204e-06,5.47441019403218e-06,0,5.57810550618441e-30,2.76011535854513e-26,0,5.30545274188172e-27,9.8226720992728e-29,1.57534753701836e-26,2.29720408358893e-25,1.08247466573053e-25,1.75095953929485e-25,1.79799676913568e-30,3.85421808664733e-29,4.23157989039987e-26,8.87966486567453e-26,0
"35",2.49524287355394e-09,2.37597691543967e-07,1.76341113308546e-11,3.75218529734623e-09,5.14776395312708e-10,0,0,1.22370617309249e-06,3.34037399918949e-06,2.93479268389794e-12,9.99779054337545e-12,2.00288474030837e-08,1.82931660656366e-06,0,1.62031771270321e-29,9.00726553788584e-28,1.14525941241598e-31,2.39496084226436e-29,3.47464201033523e-30,0,0,4.84259584746722e-27,1.32212273243860e-26,1.97991195556305e-32,6.74400462487236e-32,8.02406696800015e-29,7.3125609877767e-27,0
"36",1.81935614152456e-10,3.42139058656218e-07,6.13308467669024e-12,9.06885710901742e-13,1.70903730810369e-11,0,0,7.13552585169511e-06,1.77309640753568e-05,1.57534878426109e-12,1.91243470236872e-12,2.90696990129687e-06,1.44989558189504e-06,0,6.46236439515673e-31,7.19640960634336e-28,2.18310435146845e-32,3.1995690491554e-33,6.28808510629064e-32,0,0,1.56662261826242e-26,3.88809382917729e-26,5.75477702580198e-33,7.03669572677354e-33,6.4477453026609e-27,3.21064190938864e-27,0
"37",1.73070392903658e-12,9.73286365870136e-08,2.14876424544226e-15,1.40055142102394e-11,0,1.42538867921631e-07,1.39340671969793e-06,4.7335925267354e-07,9.05911316449903e-07,5.5200018203938e-14,2.25986049604025e-12,4.25520288028710e-07,2.57695774912655e-07,0,2.04491355443294e-34,6.99747017236153e-30,2.55057209178458e-37,1.64626451071012e-33,0,1.06860285293221e-29,1.04396276040497e-28,3.52658384134241e-29,6.7469532486815e-29,6.73342292049632e-36,2.76747721020867e-34,3.18789009380247e-29,1.93185587363321e-29,0
"38",4.23960119627017e-12,2.64402814777487e-07,0,2.55450523998536e-09,3.9334431570231e-11,1.08828560841405e-07,1.5127992313921e-06,7.59119565511884e-07,1.16032770703787e-06,9.3822678249797e-13,1.46393429757520e-11,2.28404335040185e-07,6.12078733069375e-07,0,3.55592241652819e-35,1.37152474591367e-30,0,2.12371074475871e-32,3.38840644153144e-34,5.85459777382098e-31,8.13304756139418e-30,4.06141036781245e-30,6.20506684802772e-30,8.10163187617252e-36,1.26085824519044e-34,1.22484564392399e-30,3.29169022181556e-30,0
"39",4.10057192176477e-11,2.82911980894257e-08,3.00221765789203e-13,6.15075829141643e-11,1.01596110548975e-11,0,0,1.31032914572562e-07,3.64687113518297e-07,5.38753001977207e-14,1.83441223438516e-13,2.16126695181016e-09,1.95274559711329e-07,0,8.13314101689657e-35,3.53735869474836e-32,5.95868922375011e-37,1.21932826930304e-34,2.08163925142170e-35,0,0,1.68731047466276e-31,4.69735506624806e-31,1.10259950986397e-37,3.75462392703869e-37,2.79120058601869e-33,2.52472909908120e-31,0
"40",3.74532399375149e-12,3.22158402414747e-08,1.39281559983605e-13,2.55357080496304e-14,3.42166520689242e-13,0,0,7.88239866067276e-07,1.78047897143750e-06,1.92119955228978e-14,4.11266664480922e-14,3.59487393731094e-07,1.65213828982812e-07,0,3.97479475900891e-36,2.19076142470901e-32,1.47852028376498e-37,2.72114820924713e-38,3.7383973209586e-37,0,0,5.51253376834366e-31,1.24403086627124e-30,2.09034029843463e-38,4.5002853354282e-38,2.52520438528741e-31,1.15968234583517e-31,0
"41",5.89496416018933e-14,1.08865691775776e-08,1.91588029667561e-17,1.76198683052523e-13,0,1.41832357386735e-08,1.45998928598484e-07,4.52788440229257e-08,9.0872239325196e-08,8.96477649594742e-16,2.44478903817206e-14,4.65095302897573e-08,2.67881955757825e-08,0,1.93604035831372e-39,2.32403585184144e-34,6.15113850604643e-43,5.72507134469697e-39,0,3.10881958648426e-34,3.20220516093049e-33,9.88750246879158e-34,1.985736026908e-33,3.00445591549450e-41,8.13783500239432e-40,1.02069694993056e-33,5.87559149075292e-34,0
"42",4.98473871862351e-14,2.55359481131902e-08,0,5.97984827933812e-11,7.70997149444257e-13,9.23577113740156e-09,1.52612144771389e-07,7.40525655318951e-08,1.18546375551224e-07,1.51685866297799e-14,2.53874294895087e-13,3.61025931610702e-08,6.07479626240038e-08,0,1.10429156116354e-40,3.79546862300497e-35,0,1.34707039644605e-37,1.77287225860284e-39,1.40457377099575e-35,2.32702999969354e-34,1.12574335261329e-34,1.80320034570793e-34,3.47979368274513e-41,5.82684587775888e-40,5.53236067297106e-35,9.26129336708798e-35,0
"43",8.96914130963214e-13,4.18425476068348e-09,5.09300030146975e-15,9.98113326747596e-13,1.32401379316836e-13,0,0,1.33250278239214e-08,3.41491073671448e-08,1.12324016583629e-15,3.64404176879111e-15,3.86807681738167e-10,2.19722663499640e-08,0,4.67667759676386e-40,1.48292465395053e-36,2.64347710196436e-42,5.21336293267460e-40,7.03160735581572e-41,0,0,4.79302147823500e-36,1.22664101008229e-35,6.01745843442977e-43,1.95077833310484e-42,1.40427558970382e-37,7.93327593518914e-36,0
"44",7.36767597560929e-14,3.49951973508780e-09,3.17225895621703e-15,2.42427427623108e-16,7.59091362314934e-15,0,0,7.43768459923002e-08,1.91298705891617e-07,5.54589654133833e-16,4.61705322247469e-16,3.07567172840721e-08,1.58387119891958e-08,0,2.0272940964428e-41,6.639561550031e-37,8.74961463580993e-43,6.61770048231415e-44,2.14812565915250e-42,0,0,1.43487042392276e-35,3.69705026725154e-35,1.57321820219675e-43,1.29014203751422e-43,5.93616171558027e-36,3.06211850127394e-36,0
"45",4.69492064739926e-16,1.2040655615297e-09,9.27368754133082e-19,6.85730662995117e-15,0,1.37492047425277e-09,1.41852956312222e-08,4.86001043835275e-09,9.41766562127113e-09,2.5050054768762e-17,7.6401758499942e-16,4.36397667512981e-09,2.41174839327970e-09,0,3.82126693460100e-45,6.8713666166872e-39,7.46628188966942e-48,5.63961839080664e-44,0,7.96529363272965e-39,8.24819870146758e-38,2.81370703495534e-38,5.46081277848541e-38,2.11103342912149e-46,6.31124168056581e-45,2.54073984245449e-38,1.39647885976963e-38,0
"46",2.17279804540316e-15,3.02270077581937e-09,0,1.53056320073536e-12,1.97891994789561e-14,1.12977198827757e-09,1.51478847429172e-08,7.76424626031951e-09,1.22423043107311e-08,3.98175610431581e-16,8.15347440857594e-15,2.0956291524507e-09,5.9163437779218e-09,0,1.18633922430180e-45,1.17505750584033e-39,0,8.61815337515598e-43,1.12580313556150e-44,4.47779353462193e-40,6.01483378414484e-39,3.07633966673808e-39,4.8627266106845e-39,2.24086373182132e-46,4.64484061850857e-45,8.40362895566174e-40,2.34430707061852e-39,0
"47",2.36382500999635e-14,2.99447347270597e-10,1.84288682025985e-16,3.78201456524656e-14,4.32590535049777e-15,0,0,1.35152850473978e-09,3.82411747188576e-09,1.98600432808753e-17,6.95166892869481e-17,1.40682465243725e-11,1.84791987502417e-09,0,3.00477640129127e-45,2.74364028598258e-41,2.33971469134805e-47,4.86580914252417e-45,5.54714104020026e-46,0,0,1.25305622410003e-40,3.54303007787243e-40,2.54857940964756e-48,8.92423490665497e-48,1.30052941428664e-42,1.71316003922117e-40,0
"48",2.14953440024105e-15,4.59279921778693e-10,6.77608639582198e-17,1.36603940064994e-17,1.31132900406921e-16,0,0,7.7604267822919e-09,1.80308236549064e-08,1.05004157609331e-17,2.00575692017044e-17,3.23293698381498e-09,1.51597345260929e-09,0,1.42683796193887e-46,2.26524451032028e-41,4.47323299363865e-48,9.07795216787473e-49,8.82421251627388e-48,0,0,3.82964068508187e-40,8.93377327756768e-40,7.23382477048956e-49,1.34998723393778e-48,1.58778512048914e-40,7.47084525904192e-41,0
"49",6.19032491670154e-18,1.35072186708960e-10,4.81222806697049e-21,2.83959454208756e-17,0,1.45736683207717e-10,1.4451987332758e-09,4.88373146022051e-10,9.48875416914116e-10,1.00510161095610e-19,3.73529072937839e-18,4.47800362668758e-10,2.68047251169538e-10,0,1.11201961649464e-50,1.95752166978487e-43,8.61551250405404e-54,5.17535928719721e-50,0,2.12464253922565e-43,2.10800124867543e-42,7.1174796294527e-43,1.3832364977074e-42,1.81854116769531e-52,6.73472868551056e-51,6.53305709212241e-43,3.90779257423046e-43,0
"50",1.01531178568306e-17,3.36875318097957e-10,0,6.04683656588738e-15,7.80710635597275e-17,1.03625049262637e-10,1.53116552662426e-09,7.75226999409024e-10,1.20191541198272e-09,1.75967040597038e-18,2.75083810485319e-17,2.79329860388782e-10,6.17337348701105e-10,0,1.47181672693938e-51,3.26946125792138e-44,0,9.23970938204163e-49,1.16343094742495e-50,1.01216645058161e-44,1.49627098882e-43,7.57155122865663e-44,1.17432237676888e-43,2.61745585582591e-52,4.10080406614355e-51,2.73375220708455e-44,6.0311096750732e-44,0
"51",1.48880532057213e-16,4.0988400838566e-11,1.00267581750670e-18,1.59114635310206e-16,2.36056818249907e-17,0,0,1.35148396672368e-10,3.65954293637852e-10,1.45165813659442e-19,4.85480827701266e-19,2.79362014643498e-12,2.05724669846757e-10,0,4.00351088384769e-51,9.17796027774484e-46,2.69498571763952e-53,4.35761645824959e-51,6.31778550157617e-52,0,0,3.03948861297669e-45,8.22864730374209e-45,3.88911286490719e-54,1.30054877160196e-53,6.28808461219792e-47,4.62810372115051e-45,0
"52",1.61277315252761e-17,3.88878220019556e-11,6.36707972039544e-19,7.09746707817357e-20,1.19326085507882e-18,0,0,7.70553557603668e-10,1.81848674421604e-09,7.30451760278397e-20,1.15160460273919e-19,3.36949763588056e-10,1.60543127257221e-10,0,2.27069784867748e-52,4.61699436649652e-46,8.96220100743792e-54,1.01608754688259e-54,1.67161854272022e-53,0,0,9.17273481919846e-45,2.1662063354406e-44,1.02626181391686e-54,1.61117880924549e-54,4.00879429414856e-45,1.9111272067083e-45,0
"53",1.46812103864030e-11,0.000320342343432657,1.14128634004226e-14,6.73449058739915e-11,0,0.000345634669581949,0.00342748836917118,0.00115824435717013,0.00225038908517015,2.38373726883817e-13,8.85875778578759e-12,0.00106202039859171,0.000635711071853374,0,7.10729252394103e-12,0.000125111813881222,5.50646469735893e-15,3.30774671822371e-11,0,0.000135793072452138,0.00134729471431419,0.00045490213490272,0.000884073111047096,1.16229101123074e-13,4.30439230813074e-12,0.000417549718913121,0.000249760206888168,0
"54",4.1356900434826e-11,0.00137220105055262,0,2.46307017536319e-08,3.1800844312158e-10,0.000422098010221128,0.00623692752578809,0.00315774782495788,0.00489578637078569,7.16770107508078e-12,1.12050445211961e-10,0.00113779997311868,0.0025146127155172,0,2.41176138908762e-11,0.000535743362651522,0,1.51404546001714e-08,1.90643154579713e-10,0.000165856517334113,0.00245183284874887,0.00124069624801356,0.00192427855642208,4.28903874726938e-12,6.71969595800487e-11,0.000447960530662668,0.000988275046849185,0
"55",8.1363902462731e-10,0.000224003514888758,5.47966992662304e-12,8.69568874377582e-10,1.29006147884851e-10,0,0,0.000738592266759185,0.00199995721683245,7.93337915999049e-13,2.65317527864773e-12,1.52672638908295e-05,0.00112429487860486,0,3.82233385338017e-10,8.7626159369615e-05,2.57302538740931e-12,4.16041454404790e-10,6.03187704534482e-11,0,0,0.000290193796380505,0.000785626368183877,3.71311286379324e-13,1.24169303940758e-12,6.00352025595678e-06,0.000441866103116639,0
"56",1.00111627591567e-10,0.000241393102805900,3.95231476178195e-12,4.40569698137604e-13,7.4070730998978e-12,0,0,0.00478315072874795,0.0112881137332822,4.53422196940643e-13,7.14849518306245e-13,0.00209158921057973,0.000996558861559136,0,4.65355284084981e-11,9.46203708384677e-05,1.83670742378694e-12,2.08236295863915e-13,3.42580375580291e-12,0,0,0.00187985408103083,0.00443940863907879,2.10321403280936e-13,3.30193897406837e-13,0.000821559596173608,0.000391665119477811,0
