"","FL1","FL2","FL3","FL4","FL5","FL6","FL7","FL8","FL9","FL10","FL11","FL12","FL13"
"69",3.66641732816458e-05,3.02014118485402e-07,6.37753297754948e-05,0.000149800700791029,3.67612119682587e-11,1.99319219111354e-11,1.24966299647759e-08,1.66801716296189e-09,1.62020425370474e-05,6.8336621661364e-05,2.07977396204184e-06,1.44981905226753e-09,0
"70",2.25618129946714e-05,5.2033912747448e-07,0,0,2.61393217503841e-10,2.80117946842851e-12,1.81303011291564e-09,8.76040785655922e-09,1.006334231175e-05,0,2.67296424856953e-08,4.01880994504088e-11,0.00031577021177293
"71",2.86301855971012e-05,1.37637947344423e-07,0,0,6.23050585304551e-11,6.18945062424424e-13,5.60746466696691e-11,0,2.26658390255208e-05,1.26293310087555e-07,3.80110975715478e-12,3.8414851419112e-14,0
"72",0.000218427994528826,3.32277948571057e-07,0,1.16086357259126e-06,2.47415410874267e-11,1.48094217891724e-12,5.45714685938896e-09,0,5.40400583209153e-05,0.000967597080642155,7.07288212963541e-07,3.40423287020557e-10,0
"73",2.02419845188789e-05,5.75749616528056e-07,7.66028265331803e-05,4.16159561612618e-05,2.0136139419049e-11,1.6843949045076e-11,6.50621424074362e-09,5.78459211225808e-09,2.11327723403576e-05,4.16683811434626e-05,1.42959988719152e-06,4.87684466148405e-09,0
"74",1.04359508318361e-05,2.96807569794156e-07,0,0,1.51350868780617e-10,7.46869283995387e-13,1.84475612999933e-09,3.01984660818433e-09,2.01888475644372e-05,0,2.1804103213945e-09,2.48837519779039e-11,0.000205515143943769
"75",1.39427244731058e-05,1.01298475697851e-07,0,0,6.71604820981762e-11,7.79381218542314e-13,2.12078824382429e-11,0,2.07435808435131e-05,1.79218009811194e-07,1.47720332438793e-11,2.68610989087445e-14,0
"76",0.000213955994679486,1.9418892948353e-07,0,7.40246072354728e-07,2.19393603255258e-11,1.59800409220174e-12,3.1247254959579e-09,0,3.95932621394485e-05,0.000581436272249231,3.11437367526411e-07,1.88431406736602e-10,0
"77",7.09049946759182e-06,2.16252433562552e-07,1.28185567009658e-05,9.26036241053814e-05,8.51657756204743e-12,1.88317641697759e-12,2.12269632327938e-09,1.05420843175608e-09,3.43262775232498e-06,3.32790180880128e-05,4.31544516058795e-07,1.59243053269705e-09,0
"78",5.68588442403628e-06,1.04950826872318e-07,0,0,1.35287414088265e-10,2.05283185775526e-12,1.33662244777137e-09,1.28547861229942e-09,6.39830973938372e-06,0,3.64490491141342e-09,5.92088640093339e-11,0.000147315783481722
"79",6.99414012625848e-06,1.65242561763533e-07,0,0,4.76016472141015e-11,1.84748710335021e-12,2.07846985502803e-11,0,1.6383149871655e-05,2.76080554626618e-08,1.00193149067211e-11,2.1912330555962e-13,0
"80",0.000153946114917629,3.000893999262e-07,0,5.43813028017893e-06,1.20479797114415e-11,3.65015352912007e-12,3.11324561974052e-09,0,2.42557335773826e-05,0.000379675064499699,6.46909181368047e-07,8.21211157749505e-10,0
"81",6.84456891200992e-06,1.73264534912897e-07,1.31265277959358e-05,4.73598025988023e-05,7.3481657279541e-12,3.89866101680404e-12,2.54491158023115e-09,1.27660947877497e-09,4.894236456152e-06,2.18550558742248e-05,4.50898845500623e-07,1.32683237970554e-09,0
"82",4.72431112341137e-06,1.18019668247332e-07,0,0,7.7726750690474e-11,8.26292949516786e-13,9.13919123105648e-10,1.47359082155406e-09,6.4253106803646e-06,0,2.86502426628836e-09,2.22635593696463e-11,9.78641491732095e-05
"83",6.15555683172345e-06,6.71602626846732e-08,0,0,2.85593105601808e-11,6.17660856273426e-13,1.39459523871165e-11,0,9.65729951450705e-06,5.63762086246591e-08,5.83950028715628e-12,5.59930082043692e-14,0
"84",9.27026101025143e-05,1.2766367263733e-07,0,1.39643540488011e-06,8.81087367780365e-12,1.2363295128792e-12,1.85612368015331e-09,0,1.74369354200457e-05,0.000276921337154745,2.49195348169323e-07,2.37783132646987e-10,0
"85",4.5278161874857e-06,1.14617878201101e-07,8.68345483900842e-06,3.13294355860337e-05,4.86095532955749e-12,2.57904050471764e-12,1.68350877853996e-09,8.44502135547581e-10,3.23763312729074e-06,1.44575468576385e-05,2.98278404063407e-07,8.77725566670749e-10,0
"86",3.12522419662793e-06,7.80723185348193e-08,0,0,5.14177656038308e-11,5.4660894506631e-13,6.04575372510251e-10,9.74809145957381e-10,4.2504686682505e-06,0,1.8952695804812e-09,1.47277799085424e-11,6.4739048506541e-05
"87",4.07202122207593e-06,4.44278271500606e-08,0,0,1.88925424406086e-11,4.08594735382662e-13,9.22552023071799e-12,0,6.38849248671563e-06,3.72939644967128e-08,3.86294363705213e-12,3.70404699248347e-14,0
"88",6.13245894723677e-05,8.44520160366734e-08,0,9.23769328978473e-07,5.82856524305721e-12,8.17856150393686e-13,1.22786211272227e-09,0,1.15348737765636e-05,0.000183188879993502,1.64847596071009e-07,1.57298192326028e-10,0
"89",2.99523895386383e-06,7.582196789393e-08,5.74427518939506e-06,2.0725034317695e-05,3.21561701120372e-12,1.70608572951203e-12,1.11367397965303e-09,5.58654677723995e-10,2.14175762876236e-06,9.56394997769492e-06,1.97316997411763e-07,5.80632627128426e-10,0
"90",2.06739692286312e-06,5.16463654907799e-08,0,0,3.40138574712669e-11,3.6159250663004e-13,3.99938431973981e-10,6.44855313390193e-10,2.8117681460897e-06,0,1.25375789132526e-09,9.74271442553752e-12,4.28261466220318e-05
"91",2.69372167073215e-06,2.93898764890643e-08,0,0,1.24977862864746e-11,2.70293407922426e-13,6.10286204662601e-12,0,4.22611271313617e-06,2.46706868342636e-08,2.55541275952372e-12,2.45029952176337e-14,0
"92",4.05674151978644e-05,5.58666601494357e-08,0,6.11091476325465e-07,3.85570989153519e-12,5.4102783745658e-13,8.12254799601649e-10,0,7.63054457885385e-06,0.000121183026552125,1.0904990855578e-07,1.04055830342554e-10,0
"93",1.98140914278703e-06,5.01577145340398e-08,3.79995037266383e-06,1.37100154993253e-05,2.12719353742427e-12,1.12860907423525e-12,7.36717116516526e-10,3.69560994349098e-10,1.41681455557637e-06,6.32673994257357e-06,1.3052905251336e-07,3.8409983768027e-10,0
"94",1.36762349442822e-06,3.41650807669765e-08,0,0,2.25008318912533e-11,2.39200514428344e-13,2.64567093935165e-10,4.26584400579419e-10,1.86003961549465e-06,0,8.29385363564622e-10,6.44499612073381e-12,2.83303334973553e-05
"95",1.78194956353218e-06,1.94419780450882e-08,0,0,8.26753003484912e-12,1.78804375190731e-13,4.03716259123629e-12,0,2.79565620547723e-06,1.63201418001016e-08,1.69045551400275e-12,1.62092105163285e-14,0
"96",2.68361384885823e-05,3.69568882156373e-08,0,4.04248962076483e-07,2.55062749540134e-12,3.57900494802225e-13,5.37322434367794e-10,0,5.04775446162029e-06,8.01649419159836e-05,7.21386470864974e-08,6.88349666844e-11,0
"97",1.31074089633335e-06,3.3180309047078e-08,2.5137414832364e-06,9.06944336546914e-06,1.40718012434128e-12,7.46596973652943e-13,4.87352779794246e-10,2.44471824886015e-10,9.37250535698127e-07,4.18526219755524e-06,8.63475208599527e-08,2.54089554070784e-10,0
"98",9.04709686769659e-07,2.26008690586836e-08,0,0,1.48847403216799e-11,1.58235818092672e-13,1.75016306504527e-10,2.82193923255451e-10,1.23045258053049e-06,0,5.48654637434113e-10,4.26349097202263e-12,1.87410696356807e-05
"99",1.17879448403052e-06,1.28612486835846e-08,0,0,5.46913279763027e-12,1.18282590881844e-13,2.67066200473735e-12,0,1.84938125169486e-06,1.07960929569869e-08,1.11826938101182e-12,1.07227097434021e-14,0
"100",1.77526304169431e-05,2.44477042824782e-08,0,2.67418593894571e-07,1.68728996820531e-12,2.36758176403368e-13,3.55449298196238e-10,0,3.33918829010168e-06,5.30306767807022e-05,4.77211257890082e-08,4.55356765963427e-11,0
"101",8.67080735735466e-07,2.19494233078035e-08,1.66288914981642e-06,5.99961414802925e-06,9.30877171025455e-13,4.93888498500185e-13,3.2239339449072e-10,1.61722893046016e-10,6.20009558208604e-07,2.76863279054894e-06,5.71205736584723e-08,1.68085208985774e-10,0
"102",5.98483150274525e-07,1.4950916864259e-08,0,0,9.8465468083413e-12,1.04676088123372e-13,1.15776709366559e-10,1.8667679880966e-10,8.13968444715895e-07,0,3.62945772136843e-10,2.82038265469876e-12,1.23975840638171e-05
"103",7.79795603656931e-07,8.50796751839748e-09,0,0,3.61793829983479e-12,7.82462469992564e-14,1.76669514352246e-12,0,1.22340186444227e-06,7.14182661912758e-09,7.39757064382902e-13,7.09328218826121e-15,0
"104",1.17437121907334e-05,1.61726344814552e-08,0,1.76902629491525e-07,1.1161753105615e-12,1.56620163726859e-13,2.35136661912978e-10,0,2.20893835497161e-06,3.50808297568116e-05,3.15684579423808e-08,3.01227405628515e-11,0
"105",5.73590863294731e-07,1.45199727603976e-08,1.10003369201555e-06,3.96886208720162e-06,6.15793452840297e-13,3.26716900227025e-13,2.13269535171484e-10,1.06982856398146e-10,4.1014844764393e-07,1.83150473425068e-06,3.77863765233612e-08,1.11191652813561e-10,0
"106",3.95908307825727e-07,9.89032388540391e-09,0,0,6.51368327250157e-12,6.9245279336154e-14,7.65885573719492e-11,1.23490353058653e-10,5.38456044122862e-07,0,2.40095726025515e-10,1.86573828140463e-12,8.20124430500937e-06
"107",5.15850041479268e-07,5.62818689498597e-09,0,0,2.39333693763718e-12,5.1761422571345e-14,1.1687033868791e-12,0,8.0930425813994e-07,4.72445797390712e-09,4.89363764756986e-13,4.69234488355554e-15,0
"108",7.76869527386517e-06,1.06985139810535e-08,0,1.17024548911336e-07,7.38371795828431e-13,1.03607301164697e-13,1.55547500181176e-10,0,1.46125591974813e-06,2.32066549238201e-05,2.08831522807329e-08,1.99267819617671e-11,0
"109",3.79441573195751e-07,9.60524593316921e-09,7.27693799495261e-07,2.62547988563574e-06,4.0735941149276e-13,2.16129618766402e-13,1.41081968208781e-10,7.07712516610102e-11,2.71321218967606e-07,1.21157619856029e-06,2.49964270194868e-08,7.35554527969083e-11,0
"110",2.61901087998104e-07,6.54264266508174e-09,0,0,4.30892886616095e-12,4.58071064395403e-14,5.06648284651511e-11,8.16912835220619e-11,3.56199203218055e-07,0,1.58828018070933e-10,1.23422235947288e-12,5.42528349105947e-06
"111",3.41244890386986e-07,3.7231556956929e-09,0,0,1.58323918827473e-12,3.42411932758233e-14,7.73120145550061e-13,0,5.3537059349017e-07,3.12532134110268e-09,3.23723700370337e-13,3.10407790383244e-15,0
"112",5.13914384804127e-06,7.077276218296e-09,0,7.74140276335329e-08,4.88447382517931e-13,6.85382558618235e-14,1.0289771325225e-10,0,9.66649367191772e-07,1.53516560607777e-05,1.38146136240251e-08,1.3181955955279e-11,0
"113",2.5100802101739e-07,6.35405802470232e-09,4.81383679124953e-07,1.73680628815654e-06,2.69476217011297e-13,1.42973969438531e-13,9.33284809649871e-11,4.68165669743032e-11,1.7948429229696e-07,8.0148134889663e-07,1.65356253027924e-08,4.86583704734564e-11,0
"114",1.73252691440827e-07,4.32808607068177e-09,0,0,2.8504407102534e-12,3.03022967122009e-14,3.35157748296135e-11,5.40403816022152e-11,2.35632738750031e-07,0,1.05067839990037e-10,8.16462227207976e-13,3.58893112602244e-06
"115",2.25740168366171e-07,2.46294030262566e-09,0,0,1.04734368482338e-12,2.26512189717397e-14,5.11434095396509e-13,0,3.54158117285546e-07,2.06746118583292e-09,2.14149558526273e-13,2.05340823664262e-15,0
"116",3.39964415642734e-06,4.68175662141126e-09,0,5.12108931860612e-08,3.23117495598457e-13,4.53393965847401e-14,6.80688495810593e-11,0,6.39457460164346e-07,1.01554207007451e-05,9.13863707047598e-09,8.72012165036542e-12,0
"117",1.66046714608582e-07,4.20333364311503e-09,3.18444717666424e-07,1.14893132454895e-06,1.78263787422058e-13,9.45800767783879e-14,6.17386152874059e-11,3.09700745969275e-11,1.18732369344054e-07,5.30195586041134e-07,1.0938639508006e-08,3.21884636298732e-11,0
"118",1.14610043512716e-07,2.86311357568166e-09,0,0,1.88562227296848e-12,2.00455618659565e-14,2.21713404833098e-11,3.57487692420006e-11,1.5587566471015e-07,0,6.9504430857041e-11,5.40105730009712e-13,2.37414812489685e-06
"119",1.49331535942407e-07,1.629283175376e-09,0,0,6.92838329333391e-13,1.49842243163871e-14,3.38323655695127e-13,0,2.34282520490259e-07,1.36766600563947e-09,1.41664120867685e-13,1.35836970493101e-15,0
